area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$),city_pos_0,city_pos_1,city_pos_2,city_pos_3,city_pos_4
51,2,1,1,4,1,0,455,2500,23,32,3010,0,0,0,0,1
58,2,2,1,3,1,0,400,2300,250,30,2980,0,0,0,0,1
76,2,1,1,12,0,1,906,4250,217,54,5427,0,0,0,0,1
236,4,5,4,7,1,0,3500,10000,1834,127,15460,0,0,0,0,1
86,2,2,2,4,1,0,622,1950,267,25,2864,0,0,0,0,1
100,3,3,2,11,1,1,1035,4062,150,52,5299,0,0,0,0,1
54,2,1,0,4,1,0,260,1100,42,17,1419,0,0,1,0,0
22,1,1,0,11,0,1,400,1956,50,25,2431,0,0,0,0,1
600,3,2,2,0,1,0,0,7500,1000,113,8613,0,0,0,0,1
68,2,2,0,1,1,0,851,1830,92,24,2797,0,0,0,1,0
55,1,1,0,0,1,0,0,895,0,15,910,1,0,0,0,0
205,4,4,0,14,1,0,3050,9800,623,125,13600,0,0,0,0,1
60,2,1,1,8,1,0,950,1980,0,26,2956,0,0,0,0,1
171,4,5,4,4,1,0,1900,8000,715,102,10720,0,0,0,0,1
100,2,1,1,0,1,0,0,1000,75,17,1092,1,0,0,0,0
71,2,2,1,0,1,0,250,1830,153,24,2257,0,0,0,0,1
69,2,1,1,5,1,0,550,1600,5,21,2176,0,0,0,0,1
15,1,1,0,0,1,0,50,700,0,10,760,0,0,0,1,0
90,3,3,1,11,1,0,1347,4650,241,59,6297,0,0,0,0,1
80,2,2,0,4,1,0,800,4100,165,53,5118,0,0,0,1,0
84,2,1,0,2,1,0,420,1700,85,22,2227,0,0,0,1,0
834,5,5,7,0,0,0,0,10500,3417,158,14080,0,0,0,0,1
269,4,3,4,8,1,0,2300,5000,0,64,7364,0,0,0,0,1
43,1,1,1,18,1,1,600,3300,100,49,4049,0,0,1,0,0
70,3,2,3,10,1,1,813,2300,266,30,3409,0,0,0,0,1
336,2,2,2,2,1,1,4106,5556,591,82,10340,0,0,1,0,0
76,3,2,1,4,1,0,547,950,97,13,1607,0,1,0,0,0
280,3,3,1,4,1,0,1400,2190,14,29,3633,0,0,0,1,0
290,4,4,2,6,1,1,3200,7800,584,99,11680,0,0,0,0,1
200,4,3,3,6,1,0,2600,5000,1212,64,8876,0,0,0,0,1
130,2,2,0,6,1,0,1343,3974,71,51,5439,0,0,0,0,1
70,3,2,1,3,1,0,1087,3700,38,47,4872,0,0,0,0,1
22,1,1,0,6,0,1,380,6000,9,77,6466,0,0,0,0,1
80,3,2,2,11,1,0,1412,1358,213,18,3001,0,0,0,1,0
50,1,1,1,3,1,0,455,1900,0,25,2380,0,0,0,0,1
120,3,4,3,8,1,1,2077,6000,726,80,8883,1,0,0,0,0
120,2,1,2,7,1,0,660,1470,12,19,2161,0,0,0,0,1
90,3,2,0,3,1,0,1330,1300,120,17,2767,0,0,0,1,0
100,3,3,2,6,1,0,1300,1600,210,13,3123,1,0,0,0,0
98,4,4,2,23,1,0,930,2485,0,32,3447,0,0,0,0,1
300,3,2,3,0,1,0,0,2400,88,43,2531,0,0,1,0,0
107,4,3,2,1,1,0,830,3560,225,46,4661,0,0,0,0,1
33,1,1,1,5,1,1,613,3700,109,47,4469,0,0,0,0,1
250,4,3,4,2,1,0,2745,10000,1228,134,14110,1,0,0,0,0
65,2,2,0,0,0,0,200,800,50,11,1061,1,0,0,0,0
150,3,3,2,3,1,0,2177,3700,567,47,6491,0,0,0,0,1
97,2,1,0,11,0,0,561,1633,0,8,2202,1,0,0,0,0
410,5,7,3,0,1,1,0,12000,750,181,12930,0,0,0,0,1
52,1,1,1,15,0,1,1218,5000,284,64,6566,0,0,0,0,1
65,2,2,0,2,1,1,720,1500,60,20,2300,0,0,0,1,0
250,4,4,6,7,1,0,300,8000,834,107,9241,1,0,0,0,0
256,4,3,2,0,1,0,0,11000,123,181,11300,1,0,0,0,0
53,2,2,1,6,0,0,400,1250,5,16,1671,0,0,0,0,1
30,1,1,0,0,0,0,400,900,100,12,1412,0,0,0,1,0
45,2,1,0,5,1,0,400,700,15,10,1125,0,0,0,1,0
44,2,1,0,4,1,0,385,2650,82,35,3152,0,0,0,1,0
506,4,5,0,0,1,0,0,8000,452,132,8584,1,0,0,0,0
190,4,3,1,4,1,0,1570,3500,506,46,5622,0,0,0,1,0
48,1,1,0,1,0,0,460,2500,82,32,3074,0,0,0,0,1
162,3,3,1,8,1,0,2150,7000,492,89,9731,0,0,0,0,1
54,2,2,0,13,1,1,2009,5150,345,66,7570,0,0,0,0,1
320,4,3,8,0,1,0,0,2150,450,33,2633,0,0,0,0,1
60,1,1,1,15,1,1,1000,5500,200,70,6770,0,0,0,0,1
194,3,4,4,5,1,0,2600,12000,1667,153,16420,0,0,0,0,1
54,1,1,1,4,0,0,250,1250,11,19,1530,0,0,1,0,0
90,2,2,0,10,1,1,1900,3500,255,46,5701,0,0,0,1,0
40,1,1,1,1,0,1,1100,1600,160,21,2881,0,0,0,0,1
175,4,4,3,10,1,0,2600,4700,496,63,7859,1,0,0,0,0
233,4,6,4,0,1,0,0,14000,584,249,14830,0,0,1,0,0
800,5,4,6,0,1,1,0,12000,459,181,12640,0,0,0,0,1
200,5,4,3,15,1,1,841,5000,531,67,6439,1,0,0,0,0
120,4,4,2,5,1,0,2500,9500,116,121,12240,0,0,0,0,1
23,1,1,0,1,0,1,200,900,25,12,1137,1,0,0,0,0
27,1,1,0,9,1,0,200,750,13,11,974,0,0,1,0,0
64,2,2,1,0,0,0,773,1900,152,29,2854,0,0,0,0,1
180,4,1,3,0,1,0,0,5900,180,97,6177,1,0,0,0,0
241,4,4,3,3,1,0,2851,5525,848,71,9295,0,0,0,0,1
80,2,2,1,4,1,0,1000,3060,181,40,4281,0,0,0,1,0
20,1,1,0,1,0,0,210,930,9,12,1161,0,1,0,0,0
140,3,3,0,4,1,0,1700,3800,359,49,5908,0,0,0,1,0
160,3,1,0,3,0,0,2450,4100,474,53,7077,0,0,0,1,0
45,1,1,0,5,1,0,406,2700,59,35,3200,0,0,0,0,1
79,2,1,0,0,1,0,448,1105,84,17,1654,0,0,1,0,0
100,3,2,0,8,0,1,1600,5000,234,65,6899,0,0,0,1,0
73,1,2,1,18,1,0,912,3300,185,42,4439,0,0,0,0,1
36,1,1,2,11,0,1,517,3000,152,39,3708,0,0,0,0,1
30,1,1,0,5,1,0,300,545,17,8,870,0,0,1,0,0
180,4,3,1,8,0,1,2900,12850,1250,166,17170,0,0,0,1,0
42,1,1,0,4,1,0,400,1200,33,18,1651,0,0,1,0,0
60,2,1,0,0,0,0,0,1500,34,27,1561,0,0,1,0,0
42,1,1,1,4,1,0,500,2200,100,28,2828,0,0,0,0,1
140,4,3,3,8,1,0,1805,3200,545,43,5593,1,0,0,0,0
320,4,4,5,0,1,0,0,15000,1750,226,16980,0,0,0,0,1
120,3,2,1,1,1,0,300,2100,149,28,2577,1,0,0,0,0
65,2,2,1,0,0,0,120,1850,0,28,1998,0,0,0,0,1
215,3,4,4,0,1,0,0,10000,373,151,10520,0,0,0,0,1
52,2,1,0,1,1,0,199,1000,30,13,1242,0,0,0,0,1
272,4,4,4,2,1,0,5600,13000,2250,165,21020,0,0,0,0,1
32,1,1,1,11,0,1,1680,2200,142,28,4050,0,0,0,0,1
191,3,3,4,1,1,1,2605,15000,1299,191,19100,0,0,0,0,1
288,4,5,4,2,1,1,3600,4800,1167,61,9628,0,0,0,0,1
37,1,1,1,7,0,0,415,825,33,11,1284,0,1,0,0,0
113,2,2,2,4,1,0,343,2500,118,34,2995,1,0,0,0,0
50,1,1,0,4,1,0,450,850,3,11,1314,0,0,0,1,0
53,2,1,1,11,1,0,831,2622,75,34,3562,0,0,0,0,1
76,2,2,2,3,1,1,900,4500,0,58,5458,0,0,0,0,1
158,3,3,2,1,1,1,2063,10900,706,139,13810,0,0,0,0,1
659,5,4,6,0,1,0,0,11000,913,181,12090,1,0,0,0,0
180,3,3,1,0,0,0,0,3000,117,46,3163,0,0,0,0,1
42,1,1,1,7,1,1,530,2900,35,37,3502,0,0,0,0,1
89,2,1,1,3,1,0,750,880,127,12,1769,0,1,0,0,0
220,4,3,2,4,1,0,345,3000,209,40,3594,1,0,0,0,0
90,2,2,0,0,1,0,0,1700,38,26,1764,0,0,0,0,1
280,3,3,3,6,1,0,2500,4000,990,52,7542,0,0,0,1,0
40,1,1,0,0,1,0,0,600,30,10,640,0,0,0,0,1
277,3,3,0,11,1,0,2332,8500,550,108,11490,0,0,0,0,1
70,3,2,1,7,1,0,530,2300,111,34,2975,0,0,1,0,0
200,2,1,1,0,1,0,0,1410,250,22,1682,0,1,0,0,0
74,3,2,2,11,1,1,477,1600,0,21,2098,0,1,0,0,0
165,3,2,3,7,1,0,1874,3600,500,46,6020,0,0,0,0,1
60,2,2,1,10,1,1,1938,3400,300,44,5682,0,0,0,0,1
85,2,1,0,9,1,1,900,7000,365,91,8356,0,0,0,1,0
56,2,1,0,4,1,0,300,637,32,10,979,0,0,1,0,0
18,1,1,0,1,0,0,0,900,0,12,912,0,0,0,1,0
175,3,5,1,0,1,0,0,5900,390,89,6379,0,0,0,0,1
220,4,2,3,0,1,1,0,5200,705,79,5984,0,0,0,0,1
132,3,3,2,1,0,1,2084,2700,606,35,5425,0,0,0,0,1
100,1,2,2,1,1,1,2344,7000,757,89,10190,0,0,0,0,1
415,4,4,6,1,1,0,3900,9500,880,121,14400,0,1,0,0,0
300,3,5,3,0,1,0,0,5500,360,98,5958,0,0,1,0,0
130,3,3,2,0,1,0,0,6000,84,91,6175,0,0,0,0,1
300,4,4,1,11,1,0,3000,7200,700,92,10990,0,0,0,0,1
165,3,2,1,1,1,0,1100,1800,294,23,3217,0,1,0,0,0
32,1,1,0,9,0,0,300,600,4,8,912,0,1,0,0,0
117,3,1,1,0,1,0,0,1530,110,26,1666,1,0,0,0,0
890,5,6,8,0,0,0,0,11000,9500,166,20670,0,0,0,0,1
350,6,5,2,0,0,0,0,4000,334,72,4406,0,0,1,0,0
212,3,3,3,9,1,0,4000,9000,1084,115,14200,0,0,0,0,1
61,2,1,1,1,1,0,609,1140,0,15,1764,0,0,0,0,1
62,2,1,1,3,1,0,200,950,0,13,1163,1,0,0,0,0
884,5,7,6,8,1,0,9000,12750,5917,162,27830,0,0,0,0,1
157,3,2,0,7,1,0,1325,4500,302,58,6185,0,0,0,0,1
61,1,2,1,9,1,1,866,5100,250,65,6281,0,0,0,0,1
50,1,1,0,1,1,0,50,750,25,10,835,0,0,0,0,1
45,1,1,1,0,0,0,0,1500,80,23,1603,0,0,0,0,1
36,1,1,0,5,1,0,290,700,10,9,1009,0,1,0,0,0
216,4,3,0,17,1,1,2250,8000,609,102,10960,0,0,0,0,1
485,4,7,7,0,1,0,0,10900,1032,164,12100,0,0,0,0,1
110,2,2,2,12,1,0,1971,3800,480,49,6300,0,0,0,0,1
58,2,1,0,4,0,0,968,2400,10,31,3409,0,0,0,0,1
40,1,1,0,3,1,0,480,1480,9,20,1989,0,0,0,1,0
30,1,1,1,3,1,0,200,1110,0,17,1327,0,0,1,0,0
44,1,1,1,15,1,0,550,3400,222,46,4218,1,0,0,0,0
30,1,1,0,1,0,0,350,550,70,7,977,0,0,0,0,1
190,3,2,1,6,1,0,3040,6800,56,87,9983,0,0,0,0,1
32,1,1,1,13,1,1,500,2744,0,35,3279,0,0,0,0,1
79,3,2,2,6,1,1,550,2300,50,34,2934,0,0,1,0,0
90,3,3,2,12,0,0,897,3500,0,45,4442,0,0,0,0,1
61,2,1,0,1,1,0,470,1200,22,18,1710,0,0,1,0,0
65,2,1,1,1,1,0,950,1950,213,25,3138,0,0,0,0,1
76,2,2,0,1,1,0,909,5500,299,70,6778,0,0,0,0,1
84,3,1,1,1,1,0,600,1550,57,20,2227,0,0,0,1,0
60,2,1,1,6,1,0,760,1790,70,23,2643,0,0,0,0,1
40,1,1,1,14,0,1,470,3990,90,51,4601,0,0,0,0,1
254,3,3,3,11,1,1,4255,12750,1692,162,18860,0,0,0,0,1
400,4,4,4,0,1,0,0,4900,320,81,5301,1,0,0,0,0
35,2,1,0,1,1,0,190,1290,0,17,1497,0,0,0,0,1
76,3,2,1,4,1,0,571,1800,65,24,2460,0,0,0,1,0
470,4,4,5,19,1,0,6900,6741,0,86,13730,0,0,0,0,1
40,2,1,1,2,1,0,0,1300,30,17,1347,0,0,0,0,1
200,3,1,2,0,1,0,0,1630,117,27,1774,1,0,0,0,0
65,2,1,1,4,1,0,677,1100,59,15,1851,0,0,0,1,0
97,2,2,0,27,0,1,1100,10200,0,130,11430,0,0,0,0,1
113,3,2,2,2,1,0,1300,4800,250,61,6411,0,0,0,0,1
300,3,2,2,0,1,0,0,3210,1417,49,4676,0,0,0,0,1
60,1,1,0,0,1,1,0,4100,400,62,4562,0,0,0,0,1
62,2,1,1,8,0,0,735,1345,35,18,2133,0,0,0,0,1
400,3,4,4,0,1,1,0,15000,0,226,15230,0,0,0,0,1
100,3,3,2,0,1,0,900,4100,100,62,5162,0,0,0,0,1
182,3,2,3,12,1,0,2307,12000,786,153,15250,0,0,0,0,1
50,2,1,2,9,0,0,640,2200,93,28,2961,0,0,0,0,1
50,2,2,1,3,0,0,840,3700,142,47,4729,0,0,0,0,1
84,1,2,1,14,1,0,1200,3353,0,25,4578,0,0,0,0,1
167,3,3,2,0,1,0,0,3700,311,56,4067,0,0,0,0,1
60,2,1,0,0,0,0,0,1150,50,19,1219,1,0,0,0,0
220,3,1,4,0,0,0,0,2800,334,43,3177,0,1,0,0,0
67,2,1,0,3,1,0,230,1050,31,14,1325,0,0,0,0,1
78,2,1,1,8,1,0,999,1275,125,17,2416,0,0,0,1,0
63,2,2,0,2,1,0,1014,1200,51,16,2281,0,0,0,1,0
45,1,1,0,4,0,1,603,2000,96,26,2725,0,0,0,1,0
151,3,2,3,10,1,1,1400,2500,251,32,4183,0,1,0,0,0
90,2,2,0,7,1,0,336,1250,55,17,1658,1,0,0,0,0
54,2,1,1,4,1,0,197,1280,57,18,1552,1,0,0,0,0
40,1,1,0,0,0,0,0,1094,0,17,1111,0,0,0,0,1
160,2,3,1,14,1,0,1486,1800,323,24,3633,0,0,0,1,0
230,3,3,2,3,1,0,2100,9000,1000,116,12220,0,0,0,1,0
105,3,2,3,4,1,0,1100,2530,428,33,4091,0,0,0,0,1
63,2,1,2,12,1,0,1200,5500,220,70,6990,0,0,0,0,1
700,5,7,8,0,1,1,0,6000,1800,91,7891,0,0,0,0,1
80,2,1,1,3,1,0,418,1000,0,13,1431,0,1,0,0,0
234,4,3,3,6,1,0,2688,1920,423,25,5056,0,0,0,0,1
30,1,1,1,11,0,1,1600,2900,180,37,4717,0,0,0,0,1
62,2,1,1,7,1,0,450,1800,125,23,2398,0,0,0,0,1
350,3,3,3,0,1,0,0,30000,560,451,31010,0,0,0,0,1
125,3,2,0,2,0,0,1551,2700,495,35,4781,0,0,0,0,1
102,2,1,0,4,1,0,420,1250,88,19,1777,0,0,1,0,0
130,3,2,1,0,0,0,0,2500,421,38,2959,0,0,0,0,1
151,3,2,1,3,1,1,1842,5000,474,64,7380,0,0,0,0,1
82,3,2,2,1,1,0,200,1200,69,16,1485,1,0,0,0,0
65,2,1,1,3,1,0,590,2748,0,25,3479,0,0,0,0,1
189,3,4,3,8,1,0,2300,6000,67,77,8444,0,0,0,0,1
186,3,4,3,2,1,0,1400,8000,667,102,10170,0,0,0,0,1
650,4,7,5,0,1,0,0,8000,334,121,8455,0,1,0,0,0
65,2,2,1,9,1,0,748,2800,222,36,3806,0,0,0,0,1
363,3,5,4,10,0,0,4040,3072,1112,39,8263,0,0,0,0,1
71,3,2,2,10,1,0,680,2500,50,32,3262,0,0,0,0,1
90,2,3,1,3,0,1,1200,2960,265,39,4464,0,0,0,1,0
266,4,3,4,0,1,0,0,4500,362,74,4936,1,0,0,0,0
200,3,3,2,0,0,0,0,2800,186,43,3029,0,0,0,0,1
185,3,4,2,0,1,0,164,2900,74,52,3190,0,0,1,0,0
138,3,3,2,5,1,1,1112,5800,475,74,7461,0,0,0,0,1
140,3,2,1,1,1,0,1000,3500,20,46,4566,0,0,0,1,0
90,1,2,1,12,1,1,1235,4200,58,54,5547,0,0,0,0,1
35,1,1,1,0,0,0,60,1249,0,8,1317,0,0,0,0,1
25,2,1,0,1,0,0,0,2200,104,30,2334,1,0,0,0,0
180,3,3,0,0,1,0,0,3200,180,53,3433,1,0,0,0,0
200,3,3,2,7,1,0,3000,4000,770,51,7821,0,0,0,0,1
80,2,1,1,13,0,0,937,2900,84,37,3958,0,0,0,0,1
90,2,1,1,1,1,0,0,1090,50,16,1156,0,0,1,0,0
170,3,3,2,0,1,0,0,8000,209,143,8352,0,0,1,0,0
380,3,3,5,0,1,0,1300,6500,413,98,8311,0,1,0,0,0
76,2,1,0,3,1,0,300,700,100,9,1109,0,1,0,0,0
180,3,3,2,16,1,0,2200,11000,131,140,13470,0,0,0,0,1
20,1,1,0,0,1,0,0,2060,0,27,2087,0,0,0,0,1
90,2,1,0,0,1,0,0,1800,280,28,2108,0,0,0,0,1
64,2,1,1,7,1,0,600,2000,108,26,2734,0,0,0,0,1
129,3,2,2,6,1,0,1580,2600,542,33,4755,0,0,0,0,1
150,4,2,1,2,0,0,580,1800,218,24,2622,1,0,0,0,0
72,2,1,0,23,1,0,600,1100,9,17,1726,0,0,1,0,0
220,3,4,4,13,1,0,3354,3375,1240,43,8012,0,0,0,0,1
42,2,1,1,3,1,0,190,846,0,11,1047,0,1,0,0,0
79,1,2,2,25,0,1,800,5500,199,70,6569,0,0,0,0,1
110,3,1,0,0,1,0,0,2000,0,31,2031,0,0,0,0,1
220,4,4,4,11,0,0,1850,5500,834,70,8254,0,0,0,0,1
55,2,1,1,4,1,1,100,1530,0,20,1650,0,0,0,0,1
64,2,2,2,7,1,0,875,3400,47,44,4366,0,0,0,0,1
143,3,2,3,7,1,0,1100,4500,625,58,6283,0,0,0,0,1
360,3,4,4,0,1,0,0,2700,264,45,3009,1,0,0,0,0
500,2,2,1,0,1,0,129,2140,0,33,2302,0,0,0,0,1
105,3,2,1,6,1,0,1881,3200,184,42,5307,0,0,0,1,0
137,3,3,1,1,1,1,1180,2900,214,38,4332,0,0,0,1,0
53,2,1,1,7,1,0,450,4000,42,51,4543,0,0,0,0,1
58,1,1,1,2,1,1,1500,2800,334,36,4670,0,0,0,0,1
129,3,2,1,13,0,0,1317,3100,167,40,4624,0,0,0,0,1
97,3,1,1,2,1,1,915,6000,50,77,7042,0,0,0,0,1
89,2,3,3,9,1,1,1158,4300,244,55,5757,0,0,0,0,1
480,3,6,4,0,1,0,700,5400,584,82,6766,0,1,0,0,0
45,1,1,0,7,0,0,506,500,24,7,1037,0,1,0,0,0
44,1,1,0,3,1,0,330,1300,40,19,1689,0,0,1,0,0
105,3,2,1,14,0,0,1130,3600,60,46,4836,0,0,0,0,1
192,3,3,2,0,1,0,0,2750,0,42,2792,0,0,0,0,1
450,4,4,2,0,1,0,0,14000,1250,214,15460,0,0,0,1,0
38,1,1,0,0,1,1,610,4500,6,58,5174,0,0,0,0,1
63,1,1,0,6,1,1,700,1280,24,17,2021,0,1,0,0,0
151,3,3,3,13,1,0,1900,4000,292,51,6243,0,0,0,0,1
55,2,1,1,0,1,0,0,1381,305,21,1707,0,0,0,0,1
50,2,1,1,1,0,0,765,2650,25,34,3474,0,0,0,0,1
202,3,2,2,0,1,0,0,1890,267,29,2186,0,1,0,0,0
53,2,1,0,5,1,0,643,1000,0,13,1656,0,0,0,1,0
80,3,3,0,4,1,0,300,2200,0,33,2533,0,0,1,0,0
55,2,1,1,1,1,0,349,1450,0,19,1818,0,0,0,0,1
120,4,2,3,6,1,1,950,2960,459,38,4407,0,0,0,0,1
396,4,5,7,0,1,0,0,5500,534,83,6117,0,0,0,0,1
44,1,1,0,3,1,0,314,2300,0,30,2644,0,0,0,0,1
147,4,4,2,2,1,0,1100,1800,305,27,3232,0,0,1,0,0
290,5,3,3,6,1,0,3800,4100,1435,52,9387,0,0,0,0,1
270,1,1,0,0,1,0,0,1400,0,22,1422,0,0,0,0,1
260,3,2,3,10,1,0,3000,8500,1084,108,12690,0,0,0,0,1
71,2,1,1,10,1,0,1000,2900,97,37,4034,0,0,0,0,1
306,4,3,3,10,1,0,1801,7900,454,106,10260,1,0,0,0,0
83,2,1,8,0,1,0,0,4550,405,69,5024,0,1,0,0,0
89,3,2,1,14,1,0,800,1760,100,23,2683,0,0,0,0,1
150,4,2,1,0,1,0,0,3900,0,59,3959,0,0,0,0,1
70,2,1,0,6,0,0,655,2300,112,30,3097,0,0,0,1,0
212,4,3,2,17,1,0,2835,13800,694,175,17500,0,0,0,0,1
87,3,2,2,17,1,0,1308,2350,321,30,4009,0,0,0,0,1
86,2,2,1,2,1,0,480,1190,67,16,1753,0,1,0,0,0
250,4,2,6,0,1,0,0,5000,458,76,5534,0,0,0,0,1
52,1,1,0,3,1,1,650,3400,17,44,4111,0,0,0,1,0
439,13,4,3,0,1,0,0,15000,667,229,15900,0,0,0,1,0
70,3,1,1,3,1,1,250,1210,50,17,1527,1,0,0,0,0
51,2,1,1,12,1,0,446,2200,114,28,2788,0,0,0,0,1
44,1,1,1,2,1,0,525,850,27,11,1413,0,1,0,0,0
170,3,2,2,0,1,0,0,1800,41,28,1869,0,1,0,0,0
60,2,2,1,12,1,0,840,1050,57,14,1961,0,0,0,1,0
136,3,2,2,9,0,0,1650,6818,332,87,8887,0,0,0,0,1
34,1,1,1,0,1,0,0,1350,138,21,1509,0,0,0,0,1
30,1,1,0,0,0,0,0,700,0,10,710,1,0,0,0,0
107,3,2,2,4,1,0,1500,5000,317,65,6882,0,0,0,1,0
140,4,4,2,6,1,0,1700,3300,330,42,5372,0,1,0,0,0
58,2,2,2,1,1,0,304,1700,100,23,2127,1,0,0,0,0
250,3,4,4,4,1,0,2900,8075,1333,108,12420,1,0,0,0,0
147,3,3,3,5,1,1,2000,12000,1000,153,15150,0,0,0,0,1
180,3,2,2,2,1,0,1502,2300,231,31,4064,1,0,0,0,0
120,3,4,1,0,0,0,0,4000,4,61,4065,0,0,0,0,1
27,1,1,0,1,1,0,100,960,75,15,1150,0,0,1,0,0
202,4,4,2,7,1,0,1600,3000,250,39,4889,0,0,0,0,1
95,3,2,2,3,1,0,350,2600,155,35,3140,1,0,0,0,0
62,3,1,1,1,1,0,750,1100,0,14,1864,0,0,0,0,1
188,3,4,3,1,1,0,2800,4800,750,61,8411,0,0,0,0,1
38,1,1,0,5,0,0,440,892,17,12,1361,0,1,0,0,0
45,1,1,0,0,0,0,0,950,17,15,982,0,0,0,0,1
150,4,3,2,13,1,0,1200,3800,220,49,5269,0,0,0,0,1
76,3,2,2,5,1,1,754,4500,205,58,5517,0,0,0,0,1
68,3,1,2,3,1,0,170,850,0,12,1032,1,0,0,0,0
166,3,2,2,2,1,0,2124,7000,882,89,10100,0,0,0,0,1
36,2,1,1,2,1,0,370,1350,75,20,1815,0,0,1,0,0
300,4,3,2,10,1,1,900,5500,100,74,6574,1,0,0,0,0
350,4,4,4,0,1,0,0,13000,1417,196,14610,0,0,0,0,1
200,4,3,2,6,1,0,1320,4500,397,60,6277,1,0,0,0,0
140,3,1,0,8,1,0,900,2000,150,30,3080,0,0,1,0,0
60,2,2,1,7,1,1,625,2750,125,35,3535,0,0,0,0,1
194,4,6,4,6,0,0,940,8189,0,104,9233,0,0,0,0,1
358,4,4,2,8,1,0,2241,4100,317,55,6713,1,0,0,0,0
199,2,3,3,1,0,1,2000,12500,725,159,15380,0,0,0,0,1
130,3,2,1,2,1,0,1272,2750,265,36,4323,0,0,0,1,0
70,1,1,1,8,0,1,800,3110,200,40,4150,0,0,0,0,1
170,3,5,3,10,1,1,1648,3480,1085,45,6258,0,0,0,0,1
60,2,1,1,10,1,0,594,810,80,11,1495,0,0,0,1,0
48,1,1,1,9,0,1,925,4300,90,55,5370,0,0,0,0,1
70,2,1,0,0,1,0,0,1550,0,24,1574,0,0,0,0,1
75,1,1,2,2,1,0,460,2500,0,32,2992,0,0,0,0,1
216,5,2,2,0,1,0,0,4500,431,74,5005,1,0,0,0,0
167,3,3,3,4,1,0,2334,1670,555,22,4581,0,0,0,0,1
92,3,1,0,1,0,1,150,1700,13,22,1885,0,0,0,0,1
48,2,1,1,10,1,0,370,1610,0,21,2001,0,0,0,0,1
300,6,6,4,0,1,0,0,4700,584,71,5355,0,0,0,0,1
245,4,3,2,9,1,0,2100,10500,167,134,12900,0,1,0,0,0
500,7,4,3,0,1,1,0,14000,785,211,15000,0,0,0,0,1
138,2,3,2,9,1,1,2082,2180,606,28,4896,0,0,0,0,1
85,3,1,1,0,1,0,0,1650,115,25,1790,0,0,0,0,1
104,3,2,1,2,1,0,1080,3400,125,50,4655,0,0,1,0,0
200,3,4,3,8,1,0,1400,7080,0,90,8570,0,0,0,0,1
50,1,1,1,4,1,0,420,1190,0,18,1628,0,0,1,0,0
88,3,1,1,2,1,0,180,1359,0,7,1546,1,0,0,0,0
90,2,2,1,9,1,1,1105,2250,208,29,3592,0,0,0,1,0
225,2,2,3,0,1,0,0,4800,450,73,5323,0,0,0,0,1
180,3,3,1,12,1,0,1500,2000,0,30,3530,0,0,1,0,0
784,5,6,8,0,1,1,0,12000,1641,197,13840,1,0,0,0,0
92,3,3,1,3,1,1,750,4250,21,54,5075,0,0,0,0,1
170,3,3,3,7,1,0,2450,3000,1015,39,6504,0,0,0,0,1
400,3,4,2,12,1,0,3800,15000,1834,194,20830,0,0,0,1,0
40,1,1,0,2,1,1,450,2950,97,39,3536,0,0,0,1,0
85,2,2,0,5,1,0,700,2600,100,33,3433,0,0,0,0,1
40,1,1,1,13,0,1,1440,1890,170,24,3524,0,0,0,0,1
280,4,6,3,8,1,0,4500,4800,1500,61,10860,0,0,0,0,1
98,3,2,0,13,1,0,1040,3390,239,44,4713,0,0,0,1,0
70,2,1,0,0,0,0,0,1300,0,20,1320,0,0,0,0,1
660,4,6,4,0,1,0,500,6000,4283,91,10870,0,0,0,0,1
449,5,7,4,0,1,0,0,15000,308,246,15550,1,0,0,0,0
306,4,3,4,12,0,0,3441,5330,2599,68,11440,0,0,0,0,1
150,3,2,2,0,1,0,0,2500,0,38,2538,0,0,0,0,1
80,3,2,2,19,1,0,490,2500,100,32,3122,0,0,0,0,1
82,3,2,1,3,1,0,690,1780,90,26,2586,0,0,1,0,0
119,3,3,1,4,0,1,1500,3370,209,43,5122,0,0,0,0,1
113,1,1,2,9,1,1,650,6400,0,82,7132,0,0,0,0,1
46,2,1,0,1,1,0,177,807,30,12,1026,0,0,1,0,0
138,3,1,0,0,1,0,0,3500,445,53,3998,0,0,0,0,1
75,2,3,2,5,1,0,499,2400,71,31,3001,0,0,0,0,1
98,3,2,1,5,1,1,1520,2400,0,31,3951,0,0,0,0,1
202,3,2,2,0,0,0,0,3000,172,50,3222,1,0,0,0,0
326,3,3,4,0,1,0,870,4200,523,64,5657,0,1,0,0,0
49,2,1,1,17,0,1,230,1625,25,21,1901,0,0,0,0,1
52,1,1,1,11,1,0,730,2500,38,32,3300,0,0,0,0,1
258,4,4,3,1,1,0,1000,3500,338,47,4885,1,0,0,0,0
80,3,1,1,7,1,0,978,2400,105,31,3514,0,0,0,0,1
100,3,3,0,5,1,0,820,6330,148,81,7379,0,0,0,0,1
87,2,1,0,4,1,1,450,2200,75,33,2758,0,0,1,0,0
42,2,1,0,0,1,0,0,858,15,16,889,0,0,1,0,0
82,4,3,1,10,1,0,920,4800,167,62,5949,0,0,0,1,0
200,2,1,1,0,1,0,0,2450,200,37,2687,0,0,0,0,1
60,2,1,0,1,1,0,150,3040,167,39,3396,0,0,0,0,1
